Mouse,Date,Event,Timestamp,Session
SD1-1,2023-10-25_12h56,ActiveLever,40.4,0.0
SD1-1,2023-10-25_12h56,ActiveLever,291.26,0.0
SD1-1,2023-10-25_12h56,ActiveLever,464.81,0.0
SD1-1,2023-10-25_12h56,ActiveLever,1719.26,0.0
SD1-1,2023-10-25_12h56,ActiveLever,1992.26,0.0
SD1-1,2023-10-25_12h56,ActiveLever,2237.21,0.0
SD1-1,2023-10-25_12h56,ActiveLever,2576.47,0.0
SD1-1,2023-10-25_12h56,ActiveLever,2656.45,0.0
SD1-1,2023-10-25_12h56,ActiveLever,3075.01,0.0
SD1-1,2023-10-25_12h56,ActiveLever,3191.11,0.0
SD1-1,2023-10-25_12h56,Lick,472.63,0.0
SD1-1,2023-10-25_12h56,Lick,1723.43,0.0
SD1-1,2023-10-25_12h56,Lick,1997.08,0.0
SD1-1,2023-10-25_12h56,Lick,2241.86,0.0
SD1-1,2023-10-25_12h56,Lick,3081.88,0.0
SD1-1,2023-10-25_12h56,No Response,100.4,0.0
SD1-1,2023-10-25_12h56,No Response,180.4,0.0
SD1-1,2023-10-25_12h56,No Response,230.4,0.0
SD1-1,2023-10-25_12h56,No Response,366.26,0.0
SD1-1,2023-10-25_12h56,No Response,416.26,0.0
SD1-1,2023-10-25_12h56,No Response,524.81,0.0
SD1-1,2023-10-25_12h56,No Response,604.81,0.0
SD1-1,2023-10-25_12h56,No Response,684.81,0.0
SD1-1,2023-10-25_12h56,No Response,749.81,0.0
SD1-1,2023-10-25_12h56,No Response,814.81,0.0
SD1-1,2023-10-25_12h56,No Response,879.81,0.0
SD1-1,2023-10-25_12h56,No Response,929.81,0.0
SD1-1,2023-10-25_12h56,No Response,1009.81,0.0
SD1-1,2023-10-25_12h56,No Response,1089.81,0.0
SD1-1,2023-10-25_12h56,No Response,1169.81,0.0
SD1-1,2023-10-25_12h56,No Response,1219.81,0.0
SD1-1,2023-10-25_12h56,No Response,1284.81,0.0
SD1-1,2023-10-25_12h56,No Response,1364.81,0.0
SD1-1,2023-10-25_12h56,No Response,1414.81,0.0
SD1-1,2023-10-25_12h56,No Response,1479.81,0.0
SD1-1,2023-10-25_12h56,No Response,1529.81,0.0
SD1-1,2023-10-25_12h56,No Response,1594.81,0.0
SD1-1,2023-10-25_12h56,No Response,1659.81,0.0
SD1-1,2023-10-25_12h56,No Response,1809.26,0.0
SD1-1,2023-10-25_12h56,No Response,1859.26,0.0
SD1-1,2023-10-25_12h56,No Response,1924.26,0.0
SD1-1,2023-10-25_12h56,No Response,2067.26,0.0
SD1-1,2023-10-25_12h56,No Response,2117.26,0.0
SD1-1,2023-10-25_12h56,No Response,2197.26,0.0
SD1-1,2023-10-25_12h56,No Response,2312.21,0.0
SD1-1,2023-10-25_12h56,No Response,2377.21,0.0
SD1-1,2023-10-25_12h56,No Response,2457.21,0.0
SD1-1,2023-10-25_12h56,No Response,2537.21,0.0
SD1-1,2023-10-25_12h56,No Response,2731.45,0.0
SD1-1,2023-10-25_12h56,No Response,2811.45,0.0
SD1-1,2023-10-25_12h56,No Response,2861.45,0.0
SD1-1,2023-10-25_12h56,No Response,2926.45,0.0
SD1-1,2023-10-25_12h56,No Response,3006.45,0.0
SD1-1,2023-10-25_12h56,No Response,3150.01,0.0
SD1-1,2023-10-25_12h56,No Response,3251.11,0.0
SD1-1,2023-10-25_12h56,No Response,3331.11,0.0
SD1-1,2023-10-25_12h56,No Response,3411.11,0.0
SD1-1,2023-10-25_12h56,No Response,3461.11,0.0
SD1-1,2023-10-25_12h56,No Response,3511.11,0.0
SD1-1,2023-10-25_12h56,No Response,3591.11,0.0
SD1-1,2023-10-25_12h56,Cue,30.0,0.0
SD1-1,2023-10-25_12h56,Cue,80.4,0.0
SD1-1,2023-10-25_12h56,Cue,160.4,0.0
SD1-1,2023-10-25_12h56,Cue,210.4,0.0
SD1-1,2023-10-25_12h56,Cue,290.4,0.0
SD1-1,2023-10-25_12h56,Cue,346.26,0.0
SD1-1,2023-10-25_12h56,Cue,396.26,0.0
SD1-1,2023-10-25_12h56,Cue,446.26,0.0
SD1-1,2023-10-25_12h56,Cue,504.81,0.0
SD1-1,2023-10-25_12h56,Cue,584.81,0.0
SD1-1,2023-10-25_12h56,Cue,664.81,0.0
SD1-1,2023-10-25_12h56,Cue,729.81,0.0
SD1-1,2023-10-25_12h56,Cue,794.81,0.0
SD1-1,2023-10-25_12h56,Cue,859.81,0.0
SD1-1,2023-10-25_12h56,Cue,909.81,0.0
SD1-1,2023-10-25_12h56,Cue,989.81,0.0
SD1-1,2023-10-25_12h56,Cue,1069.81,0.0
SD1-1,2023-10-25_12h56,Cue,1149.81,0.0
SD1-1,2023-10-25_12h56,Cue,1199.81,0.0
SD1-1,2023-10-25_12h56,Cue,1264.81,0.0
SD1-1,2023-10-25_12h56,Cue,1344.81,0.0
SD1-1,2023-10-25_12h56,Cue,1394.81,0.0
SD1-1,2023-10-25_12h56,Cue,1459.81,0.0
SD1-1,2023-10-25_12h56,Cue,1509.81,0.0
SD1-1,2023-10-25_12h56,Cue,1574.81,0.0
SD1-1,2023-10-25_12h56,Cue,1639.81,0.0
SD1-1,2023-10-25_12h56,Cue,1704.81,0.0
SD1-1,2023-10-25_12h56,Cue,1789.26,0.0
SD1-1,2023-10-25_12h56,Cue,1839.26,0.0
SD1-1,2023-10-25_12h56,Cue,1904.26,0.0
SD1-1,2023-10-25_12h56,Cue,1984.26,0.0
SD1-1,2023-10-25_12h56,Cue,2047.26,0.0
SD1-1,2023-10-25_12h56,Cue,2097.26,0.0
SD1-1,2023-10-25_12h56,Cue,2177.26,0.0
SD1-1,2023-10-25_12h56,Cue,2227.26,0.0
SD1-1,2023-10-25_12h56,Cue,2292.21,0.0
SD1-1,2023-10-25_12h56,Cue,2357.21,0.0
SD1-1,2023-10-25_12h56,Cue,2437.21,0.0
SD1-1,2023-10-25_12h56,Cue,2517.21,0.0
SD1-1,2023-10-25_12h56,Cue,2567.21,0.0
SD1-1,2023-10-25_12h56,Cue,2646.47,0.0
SD1-1,2023-10-25_12h56,Cue,2711.45,0.0
SD1-1,2023-10-25_12h56,Cue,2791.45,0.0
SD1-1,2023-10-25_12h56,Cue,2841.45,0.0
SD1-1,2023-10-25_12h56,Cue,2906.45,0.0
SD1-1,2023-10-25_12h56,Cue,2986.45,0.0
SD1-1,2023-10-25_12h56,Cue,3066.45,0.0
SD1-1,2023-10-25_12h56,Cue,3130.01,0.0
SD1-1,2023-10-25_12h56,Cue,3180.01,0.0
SD1-1,2023-10-25_12h56,Cue,3231.11,0.0
SD1-1,2023-10-25_12h56,Cue,3311.11,0.0
SD1-1,2023-10-25_12h56,Cue,3391.11,0.0
SD1-1,2023-10-25_12h56,Cue,3441.11,0.0
SD1-1,2023-10-25_12h56,Cue,3491.11,0.0
SD1-1,2023-10-25_12h56,Cue,3571.11,0.0
SD1-1,2023-10-27_12h34,ActiveLever,184.2,1.0
SD1-1,2023-10-27_12h34,ActiveLever,818.89,1.0
SD1-1,2023-10-27_12h34,ActiveLever,1381.73,1.0
SD1-1,2023-10-27_12h34,ActiveLever,1582.93,1.0
SD1-1,2023-10-27_12h34,ActiveLever,1711.98,1.0
SD1-1,2023-10-27_12h34,ActiveLever,1832.58,1.0
SD1-1,2023-10-27_12h34,ActiveLever,1917.92,1.0
SD1-1,2023-10-27_12h34,ActiveLever,1997.87,1.0
SD1-1,2023-10-27_12h34,ActiveLever,2044.47,1.0
SD1-1,2023-10-27_12h34,ActiveLever,2097.29,1.0
SD1-1,2023-10-27_12h34,ActiveLever,2144.62,1.0
SD1-1,2023-10-27_12h34,ActiveLever,2416.11,1.0
SD1-1,2023-10-27_12h34,ActiveLever,2494.13,1.0
SD1-1,2023-10-27_12h34,ActiveLever,3053.27,1.0
SD1-1,2023-10-27_12h34,ActiveLever,3191.32,1.0
SD1-1,2023-10-27_12h34,ActiveLever,3239.64,1.0
SD1-1,2023-10-27_12h34,ActiveLever,3327.66,1.0
SD1-1,2023-10-27_12h34,ActiveLever,3412.45,1.0
SD1-1,2023-10-27_12h34,ActiveLever,3459.64,1.0
SD1-1,2023-10-27_12h34,ActiveLever,3583.97,1.0
SD1-1,2023-10-27_12h34,Lick,1928.05,1.0
SD1-1,2023-10-27_12h34,Lick,2003.32,1.0
SD1-1,2023-10-27_12h34,Lick,2003.67,1.0
SD1-1,2023-10-27_12h34,Lick,2046.77,1.0
SD1-1,2023-10-27_12h34,Lick,2153.79,1.0
SD1-1,2023-10-27_12h34,Lick,2496.01,1.0
SD1-1,2023-10-27_12h34,Lick,3197.57,1.0
SD1-1,2023-10-27_12h34,Lick,3197.59,1.0
SD1-1,2023-10-27_12h34,Lick,3198.95,1.0
SD1-1,2023-10-27_12h34,Lick,3199.02,1.0
SD1-1,2023-10-27_12h34,Lick,3200.02,1.0
SD1-1,2023-10-27_12h34,Lick,3200.96,1.0
SD1-1,2023-10-27_12h34,Lick,3245.32,1.0
SD1-1,2023-10-27_12h34,Lick,3245.36,1.0
SD1-1,2023-10-27_12h34,Lick,3462.42,1.0
SD1-1,2023-10-27_12h34,Lick,3462.51,1.0
SD1-1,2023-10-27_12h34,Lick,3585.97,1.0
SD1-1,2023-10-27_12h34,Lick,3592.47,1.0
SD1-1,2023-10-27_12h34,Lick,3592.52,1.0
SD1-1,2023-10-27_12h34,Lick,3592.62,1.0
SD1-1,2023-10-27_12h34,Lick,3592.67,1.0
SD1-1,2023-10-27_12h34,Lick,3592.71,1.0
SD1-1,2023-10-27_12h34,No Response,50.0,1.0
SD1-1,2023-10-27_12h34,No Response,130.0,1.0
SD1-1,2023-10-27_12h34,No Response,244.2,1.0
SD1-1,2023-10-27_12h34,No Response,324.2,1.0
SD1-1,2023-10-27_12h34,No Response,389.2,1.0
SD1-1,2023-10-27_12h34,No Response,454.2,1.0
SD1-1,2023-10-27_12h34,No Response,534.2,1.0
SD1-1,2023-10-27_12h34,No Response,614.2,1.0
SD1-1,2023-10-27_12h34,No Response,694.2,1.0
SD1-1,2023-10-27_12h34,No Response,759.2,1.0
SD1-1,2023-10-27_12h34,No Response,893.89,1.0
SD1-1,2023-10-27_12h34,No Response,943.89,1.0
SD1-1,2023-10-27_12h34,No Response,1023.89,1.0
SD1-1,2023-10-27_12h34,No Response,1073.89,1.0
SD1-1,2023-10-27_12h34,No Response,1123.89,1.0
SD1-1,2023-10-27_12h34,No Response,1188.89,1.0
SD1-1,2023-10-27_12h34,No Response,1268.89,1.0
SD1-1,2023-10-27_12h34,No Response,1318.89,1.0
SD1-1,2023-10-27_12h34,No Response,1441.73,1.0
SD1-1,2023-10-27_12h34,No Response,1521.73,1.0
SD1-1,2023-10-27_12h34,No Response,1642.93,1.0
SD1-1,2023-10-27_12h34,No Response,1771.98,1.0
SD1-1,2023-10-27_12h34,No Response,2219.62,1.0
SD1-1,2023-10-27_12h34,No Response,2299.62,1.0
SD1-1,2023-10-27_12h34,No Response,2364.62,1.0
SD1-1,2023-10-27_12h34,No Response,2584.13,1.0
SD1-1,2023-10-27_12h34,No Response,2664.13,1.0
SD1-1,2023-10-27_12h34,No Response,2744.13,1.0
SD1-1,2023-10-27_12h34,No Response,2809.13,1.0
SD1-1,2023-10-27_12h34,No Response,2889.13,1.0
SD1-1,2023-10-27_12h34,No Response,2939.13,1.0
SD1-1,2023-10-27_12h34,No Response,2989.13,1.0
SD1-1,2023-10-27_12h34,No Response,3143.27,1.0
SD1-1,2023-10-27_12h34,No Response,3549.64,1.0
SD1-1,2023-10-27_12h34,Cue,30.0,1.0
SD1-1,2023-10-27_12h34,Cue,110.0,1.0
SD1-1,2023-10-27_12h34,Cue,175.0,1.0
SD1-1,2023-10-27_12h34,Cue,224.2,1.0
SD1-1,2023-10-27_12h34,Cue,304.2,1.0
SD1-1,2023-10-27_12h34,Cue,369.2,1.0
SD1-1,2023-10-27_12h34,Cue,434.2,1.0
SD1-1,2023-10-27_12h34,Cue,514.2,1.0
SD1-1,2023-10-27_12h34,Cue,594.2,1.0
SD1-1,2023-10-27_12h34,Cue,674.2,1.0
SD1-1,2023-10-27_12h34,Cue,739.2,1.0
SD1-1,2023-10-27_12h34,Cue,804.2,1.0
SD1-1,2023-10-27_12h34,Cue,873.89,1.0
SD1-1,2023-10-27_12h34,Cue,923.89,1.0
SD1-1,2023-10-27_12h34,Cue,1003.89,1.0
SD1-1,2023-10-27_12h34,Cue,1053.89,1.0
SD1-1,2023-10-27_12h34,Cue,1103.89,1.0
SD1-1,2023-10-27_12h34,Cue,1168.89,1.0
SD1-1,2023-10-27_12h34,Cue,1248.89,1.0
SD1-1,2023-10-27_12h34,Cue,1298.89,1.0
SD1-1,2023-10-27_12h34,Cue,1363.89,1.0
SD1-1,2023-10-27_12h34,Cue,1421.73,1.0
SD1-1,2023-10-27_12h34,Cue,1501.73,1.0
SD1-1,2023-10-27_12h34,Cue,1566.73,1.0
SD1-1,2023-10-27_12h34,Cue,1622.93,1.0
SD1-1,2023-10-27_12h34,Cue,1702.93,1.0
SD1-1,2023-10-27_12h34,Cue,1751.98,1.0
SD1-1,2023-10-27_12h34,Cue,1816.98,1.0
SD1-1,2023-10-27_12h34,Cue,1902.58,1.0
SD1-1,2023-10-27_12h34,Cue,1987.92,1.0
SD1-1,2023-10-27_12h34,Cue,2037.87,1.0
SD1-1,2023-10-27_12h34,Cue,2084.47,1.0
SD1-1,2023-10-27_12h34,Cue,2137.29,1.0
SD1-1,2023-10-27_12h34,Cue,2199.62,1.0
SD1-1,2023-10-27_12h34,Cue,2279.62,1.0
SD1-1,2023-10-27_12h34,Cue,2344.62,1.0
SD1-1,2023-10-27_12h34,Cue,2409.62,1.0
SD1-1,2023-10-27_12h34,Cue,2486.11,1.0
SD1-1,2023-10-27_12h34,Cue,2564.13,1.0
SD1-1,2023-10-27_12h34,Cue,2644.13,1.0
SD1-1,2023-10-27_12h34,Cue,2724.13,1.0
SD1-1,2023-10-27_12h34,Cue,2789.13,1.0
SD1-1,2023-10-27_12h34,Cue,2869.13,1.0
SD1-1,2023-10-27_12h34,Cue,2919.13,1.0
SD1-1,2023-10-27_12h34,Cue,2969.13,1.0
SD1-1,2023-10-27_12h34,Cue,3034.13,1.0
SD1-1,2023-10-27_12h34,Cue,3123.27,1.0
SD1-1,2023-10-27_12h34,Cue,3188.27,1.0
SD1-1,2023-10-27_12h34,Cue,3231.32,1.0
SD1-1,2023-10-27_12h34,Cue,3309.64,1.0
SD1-1,2023-10-27_12h34,Cue,3397.66,1.0
SD1-1,2023-10-27_12h34,Cue,3452.45,1.0
SD1-1,2023-10-27_12h34,Cue,3529.64,1.0
SD1-1,2023-10-27_12h34,Cue,3579.64,1.0
SD1-1,2023-10-31_13h59,ActiveLever,676.5,2.0
SD1-1,2023-10-31_13h59,ActiveLever,744.23,2.0
SD1-1,2023-10-31_13h59,ActiveLever,1006.87,2.0
SD1-1,2023-10-31_13h59,ActiveLever,1058.26,2.0
SD1-1,2023-10-31_13h59,ActiveLever,1253.8,2.0
SD1-1,2023-10-31_13h59,ActiveLever,1485.83,2.0
SD1-1,2023-10-31_13h59,ActiveLever,1693.27,2.0
SD1-1,2023-10-31_13h59,ActiveLever,1734.55,2.0
SD1-1,2023-10-31_13h59,ActiveLever,1893.17,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2021.04,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2068.98,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2183.92,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2340.17,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2564.89,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2651.08,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2733.64,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2878.45,2.0
SD1-1,2023-10-31_13h59,ActiveLever,2922.5,2.0
SD1-1,2023-10-31_13h59,ActiveLever,3117.17,2.0
SD1-1,2023-10-31_13h59,ActiveLever,3184.61,2.0
SD1-1,2023-10-31_13h59,ActiveLever,3242.45,2.0
SD1-1,2023-10-31_13h59,ActiveLever,3321.03,2.0
SD1-1,2023-10-31_13h59,ActiveLever,3406.03,2.0
SD1-1,2023-10-31_13h59,Lick,678.01,2.0
SD1-1,2023-10-31_13h59,Lick,678.11,2.0
SD1-1,2023-10-31_13h59,Lick,678.2,2.0
SD1-1,2023-10-31_13h59,Lick,678.29,2.0
SD1-1,2023-10-31_13h59,Lick,678.39,2.0
SD1-1,2023-10-31_13h59,Lick,678.49,2.0
SD1-1,2023-10-31_13h59,Lick,678.7,2.0
SD1-1,2023-10-31_13h59,Lick,678.8,2.0
SD1-1,2023-10-31_13h59,Lick,679.02,2.0
SD1-1,2023-10-31_13h59,Lick,679.38,2.0
SD1-1,2023-10-31_13h59,Lick,679.47,2.0
SD1-1,2023-10-31_13h59,Lick,684.46,2.0
SD1-1,2023-10-31_13h59,Lick,684.55,2.0
SD1-1,2023-10-31_13h59,Lick,684.63,2.0
SD1-1,2023-10-31_13h59,Lick,684.83,2.0
SD1-1,2023-10-31_13h59,Lick,684.93,2.0
SD1-1,2023-10-31_13h59,Lick,685.03,2.0
SD1-1,2023-10-31_13h59,Lick,685.14,2.0
SD1-1,2023-10-31_13h59,Lick,685.25,2.0
SD1-1,2023-10-31_13h59,Lick,685.34,2.0
SD1-1,2023-10-31_13h59,Lick,685.46,2.0
SD1-1,2023-10-31_13h59,Lick,685.56,2.0
SD1-1,2023-10-31_13h59,Lick,685.68,2.0
SD1-1,2023-10-31_13h59,Lick,685.78,2.0
SD1-1,2023-10-31_13h59,Lick,685.89,2.0
SD1-1,2023-10-31_13h59,Lick,686.0,2.0
SD1-1,2023-10-31_13h59,Lick,686.12,2.0
SD1-1,2023-10-31_13h59,Lick,686.23,2.0
SD1-1,2023-10-31_13h59,Lick,686.35,2.0
SD1-1,2023-10-31_13h59,Lick,686.45,2.0
SD1-1,2023-10-31_13h59,Lick,746.71,2.0
SD1-1,2023-10-31_13h59,Lick,746.8,2.0
SD1-1,2023-10-31_13h59,Lick,746.89,2.0
SD1-1,2023-10-31_13h59,Lick,746.97,2.0
SD1-1,2023-10-31_13h59,Lick,747.08,2.0
SD1-1,2023-10-31_13h59,Lick,747.17,2.0
SD1-1,2023-10-31_13h59,Lick,747.26,2.0
SD1-1,2023-10-31_13h59,Lick,747.37,2.0
SD1-1,2023-10-31_13h59,Lick,747.48,2.0
SD1-1,2023-10-31_13h59,Lick,747.58,2.0
SD1-1,2023-10-31_13h59,Lick,747.68,2.0
SD1-1,2023-10-31_13h59,Lick,747.8,2.0
SD1-1,2023-10-31_13h59,Lick,747.9,2.0
SD1-1,2023-10-31_13h59,Lick,748.01,2.0
SD1-1,2023-10-31_13h59,Lick,748.12,2.0
SD1-1,2023-10-31_13h59,Lick,748.24,2.0
SD1-1,2023-10-31_13h59,Lick,748.35,2.0
SD1-1,2023-10-31_13h59,Lick,748.47,2.0
SD1-1,2023-10-31_13h59,Lick,748.58,2.0
SD1-1,2023-10-31_13h59,Lick,748.7,2.0
SD1-1,2023-10-31_13h59,Lick,748.81,2.0
SD1-1,2023-10-31_13h59,Lick,748.94,2.0
SD1-1,2023-10-31_13h59,Lick,749.06,2.0
SD1-1,2023-10-31_13h59,Lick,749.17,2.0
SD1-1,2023-10-31_13h59,Lick,749.29,2.0
SD1-1,2023-10-31_13h59,Lick,749.41,2.0
SD1-1,2023-10-31_13h59,Lick,749.54,2.0
SD1-1,2023-10-31_13h59,Lick,749.64,2.0
SD1-1,2023-10-31_13h59,Lick,749.76,2.0
SD1-1,2023-10-31_13h59,Lick,753.29,2.0
SD1-1,2023-10-31_13h59,Lick,753.37,2.0
SD1-1,2023-10-31_13h59,Lick,753.46,2.0
SD1-1,2023-10-31_13h59,Lick,753.57,2.0
SD1-1,2023-10-31_13h59,Lick,753.77,2.0
SD1-1,2023-10-31_13h59,Lick,753.86,2.0
SD1-1,2023-10-31_13h59,Lick,753.96,2.0
SD1-1,2023-10-31_13h59,Lick,754.07,2.0
SD1-1,2023-10-31_13h59,Lick,754.18,2.0
SD1-1,2023-10-31_13h59,Lick,1008.53,2.0
SD1-1,2023-10-31_13h59,Lick,1008.61,2.0
SD1-1,2023-10-31_13h59,Lick,1257.98,2.0
SD1-1,2023-10-31_13h59,Lick,1258.07,2.0
SD1-1,2023-10-31_13h59,Lick,1696.3,2.0
SD1-1,2023-10-31_13h59,Lick,1696.38,2.0
SD1-1,2023-10-31_13h59,Lick,1696.6,2.0
SD1-1,2023-10-31_13h59,Lick,1696.7,2.0
SD1-1,2023-10-31_13h59,Lick,1696.89,2.0
SD1-1,2023-10-31_13h59,Lick,1697.0,2.0
SD1-1,2023-10-31_13h59,Lick,1697.1,2.0
SD1-1,2023-10-31_13h59,Lick,1697.22,2.0
SD1-1,2023-10-31_13h59,Lick,1700.56,2.0
SD1-1,2023-10-31_13h59,Lick,1700.75,2.0
SD1-1,2023-10-31_13h59,Lick,1700.96,2.0
SD1-1,2023-10-31_13h59,Lick,1701.35,2.0
SD1-1,2023-10-31_13h59,Lick,1701.41,2.0
SD1-1,2023-10-31_13h59,Lick,1701.43,2.0
SD1-1,2023-10-31_13h59,Lick,1702.28,2.0
SD1-1,2023-10-31_13h59,Lick,1702.48,2.0
SD1-1,2023-10-31_13h59,Lick,1736.92,2.0
SD1-1,2023-10-31_13h59,Lick,1737.0,2.0
SD1-1,2023-10-31_13h59,Lick,1737.1,2.0
SD1-1,2023-10-31_13h59,Lick,1740.13,2.0
SD1-1,2023-10-31_13h59,Lick,1740.16,2.0
SD1-1,2023-10-31_13h59,Lick,1740.37,2.0
SD1-1,2023-10-31_13h59,Lick,1741.12,2.0
SD1-1,2023-10-31_13h59,Lick,2022.84,2.0
SD1-1,2023-10-31_13h59,Lick,2022.92,2.0
SD1-1,2023-10-31_13h59,Lick,2023.02,2.0
SD1-1,2023-10-31_13h59,Lick,2023.12,2.0
SD1-1,2023-10-31_13h59,Lick,2023.22,2.0
SD1-1,2023-10-31_13h59,Lick,2023.31,2.0
SD1-1,2023-10-31_13h59,Lick,2023.42,2.0
SD1-1,2023-10-31_13h59,Lick,2023.53,2.0
SD1-1,2023-10-31_13h59,Lick,2023.64,2.0
SD1-1,2023-10-31_13h59,Lick,2023.75,2.0
SD1-1,2023-10-31_13h59,Lick,2023.86,2.0
SD1-1,2023-10-31_13h59,Lick,2023.96,2.0
SD1-1,2023-10-31_13h59,Lick,2024.1,2.0
SD1-1,2023-10-31_13h59,Lick,2024.19,2.0
SD1-1,2023-10-31_13h59,Lick,2024.31,2.0
SD1-1,2023-10-31_13h59,Lick,2024.42,2.0
SD1-1,2023-10-31_13h59,Lick,2024.53,2.0
SD1-1,2023-10-31_13h59,Lick,2024.64,2.0
SD1-1,2023-10-31_13h59,Lick,2024.79,2.0
SD1-1,2023-10-31_13h59,Lick,2024.89,2.0
SD1-1,2023-10-31_13h59,Lick,2025.14,2.0
SD1-1,2023-10-31_13h59,Lick,2025.28,2.0
SD1-1,2023-10-31_13h59,Lick,2071.36,2.0
SD1-1,2023-10-31_13h59,Lick,2071.42,2.0
SD1-1,2023-10-31_13h59,Lick,2071.48,2.0
SD1-1,2023-10-31_13h59,Lick,2071.5,2.0
SD1-1,2023-10-31_13h59,Lick,2071.7,2.0
SD1-1,2023-10-31_13h59,Lick,2071.8,2.0
SD1-1,2023-10-31_13h59,Lick,2071.91,2.0
SD1-1,2023-10-31_13h59,Lick,2072.02,2.0
SD1-1,2023-10-31_13h59,Lick,2072.13,2.0
SD1-1,2023-10-31_13h59,Lick,2072.24,2.0
SD1-1,2023-10-31_13h59,Lick,2072.36,2.0
SD1-1,2023-10-31_13h59,Lick,2072.47,2.0
SD1-1,2023-10-31_13h59,Lick,2072.59,2.0
SD1-1,2023-10-31_13h59,Lick,2072.7,2.0
SD1-1,2023-10-31_13h59,Lick,2072.82,2.0
SD1-1,2023-10-31_13h59,Lick,2072.94,2.0
SD1-1,2023-10-31_13h59,Lick,2073.05,2.0
SD1-1,2023-10-31_13h59,Lick,2073.18,2.0
SD1-1,2023-10-31_13h59,Lick,2073.3,2.0
SD1-1,2023-10-31_13h59,Lick,2073.45,2.0
SD1-1,2023-10-31_13h59,Lick,2075.79,2.0
SD1-1,2023-10-31_13h59,Lick,2075.88,2.0
SD1-1,2023-10-31_13h59,Lick,2075.98,2.0
SD1-1,2023-10-31_13h59,Lick,2076.1,2.0
SD1-1,2023-10-31_13h59,Lick,2076.2,2.0
SD1-1,2023-10-31_13h59,Lick,2076.31,2.0
SD1-1,2023-10-31_13h59,Lick,2076.42,2.0
SD1-1,2023-10-31_13h59,Lick,2076.54,2.0
SD1-1,2023-10-31_13h59,Lick,2076.65,2.0
SD1-1,2023-10-31_13h59,Lick,2076.77,2.0
SD1-1,2023-10-31_13h59,Lick,2076.89,2.0
SD1-1,2023-10-31_13h59,Lick,2077.02,2.0
SD1-1,2023-10-31_13h59,Lick,2078.4,2.0
SD1-1,2023-10-31_13h59,Lick,2078.52,2.0
SD1-1,2023-10-31_13h59,Lick,2078.59,2.0
SD1-1,2023-10-31_13h59,Lick,2078.71,2.0
SD1-1,2023-10-31_13h59,Lick,2078.88,2.0
SD1-1,2023-10-31_13h59,Lick,2079.01,2.0
SD1-1,2023-10-31_13h59,Lick,2191.47,2.0
SD1-1,2023-10-31_13h59,Lick,2191.71,2.0
SD1-1,2023-10-31_13h59,Lick,2341.93,2.0
SD1-1,2023-10-31_13h59,Lick,2342.23,2.0
SD1-1,2023-10-31_13h59,Lick,2342.35,2.0
SD1-1,2023-10-31_13h59,Lick,2345.25,2.0
SD1-1,2023-10-31_13h59,Lick,2345.26,2.0
SD1-1,2023-10-31_13h59,Lick,2345.42,2.0
SD1-1,2023-10-31_13h59,Lick,2348.72,2.0
SD1-1,2023-10-31_13h59,Lick,2349.07,2.0
SD1-1,2023-10-31_13h59,Lick,2349.14,2.0
SD1-1,2023-10-31_13h59,Lick,2349.41,2.0
SD1-1,2023-10-31_13h59,Lick,2349.78,2.0
SD1-1,2023-10-31_13h59,Lick,2349.93,2.0
SD1-1,2023-10-31_13h59,Lick,2350.03,2.0
SD1-1,2023-10-31_13h59,Lick,2350.14,2.0
SD1-1,2023-10-31_13h59,Lick,2568.9,2.0
SD1-1,2023-10-31_13h59,Lick,2568.95,2.0
SD1-1,2023-10-31_13h59,Lick,2569.02,2.0
SD1-1,2023-10-31_13h59,Lick,2569.09,2.0
SD1-1,2023-10-31_13h59,Lick,2569.79,2.0
SD1-1,2023-10-31_13h59,Lick,2652.6,2.0
SD1-1,2023-10-31_13h59,Lick,2880.45,2.0
SD1-1,2023-10-31_13h59,Lick,2880.95,2.0
SD1-1,2023-10-31_13h59,Lick,2885.07,2.0
SD1-1,2023-10-31_13h59,Lick,2885.67,2.0
SD1-1,2023-10-31_13h59,Lick,2885.74,2.0
SD1-1,2023-10-31_13h59,Lick,2885.89,2.0
SD1-1,2023-10-31_13h59,Lick,2924.45,2.0
SD1-1,2023-10-31_13h59,Lick,2924.49,2.0
SD1-1,2023-10-31_13h59,Lick,2927.4,2.0
SD1-1,2023-10-31_13h59,Lick,2927.43,2.0
SD1-1,2023-10-31_13h59,Lick,2927.48,2.0
SD1-1,2023-10-31_13h59,Lick,2928.22,2.0
SD1-1,2023-10-31_13h59,Lick,2928.41,2.0
SD1-1,2023-10-31_13h59,Lick,2928.43,2.0
SD1-1,2023-10-31_13h59,Lick,2928.6,2.0
SD1-1,2023-10-31_13h59,Lick,2928.76,2.0
SD1-1,2023-10-31_13h59,Lick,2928.84,2.0
SD1-1,2023-10-31_13h59,Lick,2928.95,2.0
SD1-1,2023-10-31_13h59,Lick,2929.07,2.0
SD1-1,2023-10-31_13h59,Lick,2929.18,2.0
